era,leg,region,R9bin,eta_lo,eta_hi,et_lo,et_hi,variant,eff,err_lo,err_hi
etaR9rw_withPresel,seed,EB,R9_0p50to0p55,0.0,1.444,0.0,35.0,bwDscbCms,0.81622,0.0046,0.00453
etaR9rw_withPresel,seed,EB,R9_0p50to0p55,0.0,1.444,0.0,35.0,bwDscbExp,0.79775,0.00127,0.00128
etaR9rw_withPresel,seed,EB,R9_0p50to0p55,0.0,1.444,35.0,37.0,bwDscbCms,0.89598,0.00247,0.00252
etaR9rw_withPresel,seed,EB,R9_0p50to0p55,0.0,1.444,35.0,37.0,bwDscbExp,0.88838,0.00139,0.00137
etaR9rw_withPresel,seed,EB,R9_0p50to0p55,0.0,1.444,37.0,40.0,bwDscbCms,0.90499,0.00113,0.001
etaR9rw_withPresel,seed,EB,R9_0p50to0p55,0.0,1.444,37.0,40.0,bwDscbExp,0.90479,0.001,0.001
etaR9rw_withPresel,seed,EB,R9_0p50to0p55,0.0,1.444,40.0,45.0,bwDscbCms,0.91571,0.0031,0.001
etaR9rw_withPresel,seed,EB,R9_0p50to0p55,0.0,1.444,40.0,45.0,bwDscbExp,0.91517,0.001,0.001
etaR9rw_withPresel,seed,EB,R9_0p50to0p55,0.0,1.444,45.0,50.0,bwDscbCms,0.92141,0.00127,0.00131
etaR9rw_withPresel,seed,EB,R9_0p50to0p55,0.0,1.444,45.0,50.0,bwDscbExp,0.92017,0.00103,0.00102
etaR9rw_withPresel,seed,EB,R9_0p50to0p55,0.0,1.444,50.0,60.0,bwDscbCms,0.91628,0.00312,0.00533
etaR9rw_withPresel,seed,EB,R9_0p50to0p55,0.0,1.444,50.0,60.0,bwDscbExp,0.91891,0.00169,0.00167
etaR9rw_withPresel,seed,EB,R9_0p50to0p55,0.0,1.444,60.0,70.0,bwDscbCms,0.93232,0.01559,0.01263
etaR9rw_withPresel,seed,EB,R9_0p50to0p55,0.0,1.444,60.0,70.0,bwDscbExp,0.92441,0.01247,0.00664
etaR9rw_withPresel,seed,EB,R9_0p50to0p55,0.0,1.444,70.0,90.0,bwDscbCms,0.93445,0.00884,0.00875
etaR9rw_withPresel,seed,EB,R9_0p50to0p55,0.0,1.444,70.0,90.0,bwDscbExp,0.93583,0.00814,0.00816
etaR9rw_withPresel,seed,EB,R9_0p50to0p55,0.0,1.444,90.0,999999.0,bwDscbCms,0.95107,0.01623,0.01619
etaR9rw_withPresel,seed,EB,R9_0p50to0p55,0.0,1.444,90.0,999999.0,bwDscbExp,0.9448,0.01523,0.01369
etaR9rw_withPresel,seed,EB,R9_0p55to0p85,0.0,1.444,0.0,35.0,bwDscbCms,0.86695,0.00101,0.00101
etaR9rw_withPresel,seed,EB,R9_0p55to0p85,0.0,1.444,0.0,35.0,bwDscbExp,0.84982,0.001,0.001
etaR9rw_withPresel,seed,EB,R9_0p55to0p85,0.0,1.444,35.0,37.0,bwDscbCms,0.93483,0.00329,0.00329
etaR9rw_withPresel,seed,EB,R9_0p55to0p85,0.0,1.444,35.0,37.0,bwDscbExp,0.92866,0.001,0.001
etaR9rw_withPresel,seed,EB,R9_0p55to0p85,0.0,1.444,37.0,40.0,bwDscbCms,0.93945,0.001,0.001
etaR9rw_withPresel,seed,EB,R9_0p55to0p85,0.0,1.444,37.0,40.0,bwDscbExp,0.93945,0.001,0.001
etaR9rw_withPresel,seed,EB,R9_0p55to0p85,0.0,1.444,40.0,45.0,bwDscbCms,0.94705,0.001,0.001
etaR9rw_withPresel,seed,EB,R9_0p55to0p85,0.0,1.444,40.0,45.0,bwDscbExp,0.94699,0.001,0.001
etaR9rw_withPresel,seed,EB,R9_0p55to0p85,0.0,1.444,45.0,50.0,bwDscbCms,0.94947,0.001,0.001
etaR9rw_withPresel,seed,EB,R9_0p55to0p85,0.0,1.444,45.0,50.0,bwDscbExp,0.94899,0.001,0.001
etaR9rw_withPresel,seed,EB,R9_0p55to0p85,0.0,1.444,50.0,60.0,bwDscbCms,0.94665,0.0011,0.001
etaR9rw_withPresel,seed,EB,R9_0p55to0p85,0.0,1.444,50.0,60.0,bwDscbExp,0.94813,0.001,0.001
etaR9rw_withPresel,seed,EB,R9_0p55to0p85,0.0,1.444,60.0,70.0,bwDscbCms,0.95233,0.001,0.001
etaR9rw_withPresel,seed,EB,R9_0p55to0p85,0.0,1.444,60.0,70.0,bwDscbExp,0.95234,0.00409,0.00209
etaR9rw_withPresel,seed,EB,R9_0p55to0p85,0.0,1.444,70.0,90.0,bwDscbCms,0.96467,0.00548,0.0082
etaR9rw_withPresel,seed,EB,R9_0p55to0p85,0.0,1.444,70.0,90.0,bwDscbExp,0.96426,0.00209,0.00202
etaR9rw_withPresel,seed,EB,R9_0p55to0p85,0.0,1.444,90.0,999999.0,bwDscbCms,0.97725,0.00889,0.00184
etaR9rw_withPresel,seed,EB,R9_0p55to0p85,0.0,1.444,90.0,999999.0,bwDscbExp,0.97705,0.00734,0.00734
etaR9rw_withPresel,seed,EB,R9gt0p85,0.0,1.444,0.0,35.0,bwDscbCms,0.87324,0.001,0.001
etaR9rw_withPresel,seed,EB,R9gt0p85,0.0,1.444,0.0,35.0,bwDscbExp,0.85689,0.001,0.001
etaR9rw_withPresel,seed,EB,R9gt0p85,0.0,1.444,35.0,37.0,bwDscbCms,0.91777,0.001,0.001
etaR9rw_withPresel,seed,EB,R9gt0p85,0.0,1.444,35.0,37.0,bwDscbExp,0.91714,0.001,0.001
etaR9rw_withPresel,seed,EB,R9gt0p85,0.0,1.444,37.0,40.0,bwDscbCms,0.92733,0.001,0.001
etaR9rw_withPresel,seed,EB,R9gt0p85,0.0,1.444,37.0,40.0,bwDscbExp,0.92735,0.001,0.001
etaR9rw_withPresel,seed,EB,R9gt0p85,0.0,1.444,40.0,45.0,bwDscbCms,0.93745,0.001,0.001
etaR9rw_withPresel,seed,EB,R9gt0p85,0.0,1.444,40.0,45.0,bwDscbExp,0.93745,0.001,0.001
etaR9rw_withPresel,seed,EB,R9gt0p85,0.0,1.444,45.0,50.0,bwDscbCms,0.94491,0.001,0.001
etaR9rw_withPresel,seed,EB,R9gt0p85,0.0,1.444,45.0,50.0,bwDscbExp,0.9445,0.001,0.001
etaR9rw_withPresel,seed,EB,R9gt0p85,0.0,1.444,50.0,60.0,bwDscbCms,0.94857,0.001,0.001
etaR9rw_withPresel,seed,EB,R9gt0p85,0.0,1.444,50.0,60.0,bwDscbExp,0.95007,0.001,0.001
etaR9rw_withPresel,seed,EB,R9gt0p85,0.0,1.444,60.0,70.0,bwDscbCms,0.95369,0.00151,0.00151
etaR9rw_withPresel,seed,EB,R9gt0p85,0.0,1.444,60.0,70.0,bwDscbExp,0.9559,0.001,0.001
etaR9rw_withPresel,seed,EB,R9gt0p85,0.0,1.444,70.0,90.0,bwDscbCms,0.97302,0.00118,0.00355
etaR9rw_withPresel,seed,EB,R9gt0p85,0.0,1.444,70.0,90.0,bwDscbExp,0.97156,0.001,0.001
etaR9rw_withPresel,seed,EB,R9gt0p85,0.0,1.444,90.0,999999.0,bwDscbCms,0.98042,0.001,0.001
etaR9rw_withPresel,seed,EB,R9gt0p85,0.0,1.444,90.0,999999.0,bwDscbExp,0.98127,0.001,0.001
etaR9rw_withPresel,seed,EE,R9_0p90to0p93,1.566,2.5,0.0,35.0,bwDscbCms,0.83673,0.00536,0.00523
etaR9rw_withPresel,seed,EE,R9_0p90to0p93,1.566,2.5,0.0,35.0,bwDscbExp,0.81778,0.00163,0.00166
etaR9rw_withPresel,seed,EE,R9_0p90to0p93,1.566,2.5,35.0,37.0,bwDscbCms,0.91328,0.00304,0.00323
etaR9rw_withPresel,seed,EE,R9_0p90to0p93,1.566,2.5,35.0,37.0,bwDscbExp,0.90361,0.00155,0.00155
etaR9rw_withPresel,seed,EE,R9_0p90to0p93,1.566,2.5,37.0,40.0,bwDscbCms,0.91774,0.00103,0.00104
etaR9rw_withPresel,seed,EE,R9_0p90to0p93,1.566,2.5,37.0,40.0,bwDscbExp,0.91319,0.00107,0.00107
etaR9rw_withPresel,seed,EE,R9_0p90to0p93,1.566,2.5,40.0,45.0,bwDscbCms,0.93432,0.001,0.001
etaR9rw_withPresel,seed,EE,R9_0p90to0p93,1.566,2.5,40.0,45.0,bwDscbExp,0.93418,0.001,0.001
etaR9rw_withPresel,seed,EE,R9_0p90to0p93,1.566,2.5,45.0,50.0,bwDscbCms,0.94483,0.001,0.001
etaR9rw_withPresel,seed,EE,R9_0p90to0p93,1.566,2.5,45.0,50.0,bwDscbExp,0.94462,0.001,0.001
etaR9rw_withPresel,seed,EE,R9_0p90to0p93,1.566,2.5,50.0,60.0,bwDscbCms,0.94812,0.00558,0.00302
etaR9rw_withPresel,seed,EE,R9_0p90to0p93,1.566,2.5,50.0,60.0,bwDscbExp,0.94888,0.00132,0.00145
etaR9rw_withPresel,seed,EE,R9_0p90to0p93,1.566,2.5,60.0,70.0,bwDscbCms,0.95366,0.00676,0.00506
etaR9rw_withPresel,seed,EE,R9_0p90to0p93,1.566,2.5,60.0,70.0,bwDscbExp,0.95792,0.00854,0.00457
etaR9rw_withPresel,seed,EE,R9_0p90to0p93,1.566,2.5,70.0,90.0,bwDscbCms,0.97086,0.00495,0.00632
etaR9rw_withPresel,seed,EE,R9_0p90to0p93,1.566,2.5,70.0,90.0,bwDscbExp,0.96781,0.00572,0.00415
etaR9rw_withPresel,seed,EE,R9_0p90to0p93,1.566,2.5,90.0,999999.0,bwDscbCms,0.97534,0.00238,0.00344
etaR9rw_withPresel,seed,EE,R9_0p90to0p93,1.566,2.5,90.0,999999.0,bwDscbExp,0.97544,0.00234,0.00221
etaR9rw_withPresel,seed,EE,R9gt0p93,1.566,2.5,0.0,35.0,bwDscbCms,0.89848,0.001,0.001
etaR9rw_withPresel,seed,EE,R9gt0p93,1.566,2.5,0.0,35.0,bwDscbExp,0.87342,0.001,0.001
etaR9rw_withPresel,seed,EE,R9gt0p93,1.566,2.5,35.0,37.0,bwDscbCms,0.94384,0.001,0.001
etaR9rw_withPresel,seed,EE,R9gt0p93,1.566,2.5,35.0,37.0,bwDscbExp,0.93637,0.001,0.001
etaR9rw_withPresel,seed,EE,R9gt0p93,1.566,2.5,37.0,40.0,bwDscbCms,0.94762,0.001,0.001
etaR9rw_withPresel,seed,EE,R9gt0p93,1.566,2.5,37.0,40.0,bwDscbExp,0.94693,0.001,0.001
etaR9rw_withPresel,seed,EE,R9gt0p93,1.566,2.5,40.0,45.0,bwDscbCms,0.95875,0.001,0.001
etaR9rw_withPresel,seed,EE,R9gt0p93,1.566,2.5,40.0,45.0,bwDscbExp,0.95798,0.001,0.001
etaR9rw_withPresel,seed,EE,R9gt0p93,1.566,2.5,45.0,50.0,bwDscbCms,0.96416,0.001,0.001
etaR9rw_withPresel,seed,EE,R9gt0p93,1.566,2.5,45.0,50.0,bwDscbExp,0.96372,0.001,0.001
etaR9rw_withPresel,seed,EE,R9gt0p93,1.566,2.5,50.0,60.0,bwDscbCms,0.96639,0.00179,0.001
etaR9rw_withPresel,seed,EE,R9gt0p93,1.566,2.5,50.0,60.0,bwDscbExp,0.9658,0.001,0.001
etaR9rw_withPresel,seed,EE,R9gt0p93,1.566,2.5,60.0,70.0,bwDscbCms,0.97636,0.00476,0.00381
etaR9rw_withPresel,seed,EE,R9gt0p93,1.566,2.5,60.0,70.0,bwDscbExp,0.97398,0.001,0.001
etaR9rw_withPresel,seed,EE,R9gt0p93,1.566,2.5,70.0,90.0,bwDscbCms,0.97933,0.00134,0.00142
etaR9rw_withPresel,seed,EE,R9gt0p93,1.566,2.5,70.0,90.0,bwDscbExp,0.97939,0.00111,0.001
etaR9rw_withPresel,seed,EE,R9gt0p93,1.566,2.5,90.0,999999.0,bwDscbCms,0.98246,0.001,0.001
etaR9rw_withPresel,seed,EE,R9gt0p93,1.566,2.5,90.0,999999.0,bwDscbExp,0.98234,0.00259,0.00421
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,0.0,21.0,bwDscbCms,0.7488,0.00807,0.01651
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,0.0,21.0,bwDscbExp,0.71537,0.01104,0.00659
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,21.0,25.0,bwDscbCms,0.85151,0.0025,0.02026
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,21.0,25.0,bwDscbExp,0.88355,0.01168,0.01153
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,25.0,28.0,bwDscbCms,0.89922,0.01391,0.00749
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,25.0,28.0,bwDscbExp,0.89124,0.00269,0.00592
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,28.0,31.0,bwDscbCms,0.92085,0.00107,0.00105
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,28.0,31.0,bwDscbExp,0.90902,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,31.0,35.0,bwDscbCms,0.93796,0.00336,0.00342
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,31.0,35.0,bwDscbExp,0.92351,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,35.0,40.0,bwDscbCms,0.93858,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,35.0,40.0,bwDscbExp,0.9385,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,40.0,45.0,bwDscbCms,0.94946,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,40.0,45.0,bwDscbExp,0.94858,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,45.0,50.0,bwDscbCms,0.95306,0.00105,0.00114
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,45.0,50.0,bwDscbExp,0.95198,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,50.0,60.0,bwDscbCms,0.94455,0.00211,0.00331
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,50.0,60.0,bwDscbExp,0.94594,0.00166,0.00197
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,60.0,70.0,bwDscbCms,0.9515,0.01878,0.01836
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,60.0,70.0,bwDscbExp,0.94831,0.01477,0.00961
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,70.0,90.0,bwDscbCms,0.95271,0.00734,0.0064
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,70.0,90.0,bwDscbExp,0.95335,0.00737,0.00739
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,90.0,999999.0,bwDscbCms,0.94482,0.01844,0.01853
etaR9rw_withPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,90.0,999999.0,bwDscbExp,0.94203,0.01899,0.01498
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,0.0,21.0,bwDscbCms,0.85192,0.00185,0.00179
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,0.0,21.0,bwDscbExp,0.83099,0.00183,0.00565
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,21.0,25.0,bwDscbCms,0.91009,0.0032,0.00116
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,21.0,25.0,bwDscbExp,0.91801,0.00164,0.00136
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,25.0,28.0,bwDscbCms,0.94644,0.0019,0.00181
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,25.0,28.0,bwDscbExp,0.93012,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,28.0,31.0,bwDscbCms,0.95629,0.00134,0.00133
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,28.0,31.0,bwDscbExp,0.94323,0.00159,0.001
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,31.0,35.0,bwDscbCms,0.96715,0.001,0.00248
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,31.0,35.0,bwDscbExp,0.9549,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,35.0,40.0,bwDscbCms,0.96529,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,35.0,40.0,bwDscbExp,0.96521,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,40.0,45.0,bwDscbCms,0.97137,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,40.0,45.0,bwDscbExp,0.97126,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,45.0,50.0,bwDscbCms,0.97141,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,45.0,50.0,bwDscbExp,0.97101,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,50.0,60.0,bwDscbCms,0.9641,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,50.0,60.0,bwDscbExp,0.9677,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,60.0,70.0,bwDscbCms,0.96341,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,60.0,70.0,bwDscbExp,0.96491,0.001,0.00145
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,70.0,90.0,bwDscbCms,0.97695,0.00437,0.00509
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,70.0,90.0,bwDscbExp,0.97654,0.00119,0.001
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,90.0,999999.0,bwDscbCms,0.97739,0.00137,0.00249
etaR9rw_withPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,90.0,999999.0,bwDscbExp,0.97987,0.00201,0.00227
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,0.0,21.0,bwDscbCms,0.81137,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,0.0,21.0,bwDscbExp,0.81452,0.00273,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,21.0,25.0,bwDscbCms,0.90443,0.001,0.00117
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,21.0,25.0,bwDscbExp,0.93223,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,25.0,28.0,bwDscbCms,0.9511,0.00145,0.00143
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,25.0,28.0,bwDscbExp,0.93406,0.00126,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,28.0,31.0,bwDscbCms,0.96018,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,28.0,31.0,bwDscbExp,0.94777,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,31.0,35.0,bwDscbCms,0.96505,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,31.0,35.0,bwDscbExp,0.95882,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,35.0,40.0,bwDscbCms,0.9677,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,35.0,40.0,bwDscbExp,0.96866,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,40.0,45.0,bwDscbCms,0.97476,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,40.0,45.0,bwDscbExp,0.97464,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,45.0,50.0,bwDscbCms,0.97581,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,45.0,50.0,bwDscbExp,0.97541,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,50.0,60.0,bwDscbCms,0.9742,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,50.0,60.0,bwDscbExp,0.97438,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,60.0,70.0,bwDscbCms,0.97233,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,60.0,70.0,bwDscbExp,0.9736,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,70.0,90.0,bwDscbCms,0.98246,0.00138,0.00138
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,70.0,90.0,bwDscbExp,0.98152,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,90.0,999999.0,bwDscbCms,0.9835,0.001,0.001
etaR9rw_withPresel,unseed,EB,R9gt0p85,0.0,1.444,90.0,999999.0,bwDscbExp,0.98496,0.001,0.001
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,0.0,21.0,bwDscbCms,0.80251,0.01013,0.01008
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,0.0,21.0,bwDscbExp,0.75814,0.01157,0.0095
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,21.0,25.0,bwDscbCms,0.84434,0.00743,0.02724
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,21.0,25.0,bwDscbExp,0.85382,0.01838,0.01377
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,25.0,28.0,bwDscbCms,0.8516,0.00422,0.00622
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,25.0,28.0,bwDscbExp,0.86605,0.00457,0.00761
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,28.0,31.0,bwDscbCms,0.90781,0.00905,0.0086
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,28.0,31.0,bwDscbExp,0.8899,0.00232,0.00273
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,31.0,35.0,bwDscbCms,0.92091,0.00404,0.00395
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,31.0,35.0,bwDscbExp,0.91431,0.00121,0.00125
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,35.0,40.0,bwDscbCms,0.93393,0.001,0.001
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,35.0,40.0,bwDscbExp,0.93378,0.001,0.001
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,40.0,45.0,bwDscbCms,0.94799,0.00117,0.001
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,40.0,45.0,bwDscbExp,0.94722,0.001,0.001
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,45.0,50.0,bwDscbCms,0.95213,0.001,0.00101
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,45.0,50.0,bwDscbExp,0.95124,0.001,0.001
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,50.0,60.0,bwDscbCms,0.95704,0.00665,0.00311
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,50.0,60.0,bwDscbExp,0.95488,0.001,0.001
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,60.0,70.0,bwDscbCms,0.95264,0.00304,0.00338
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,60.0,70.0,bwDscbExp,0.96067,0.0064,0.01728
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,70.0,90.0,bwDscbCms,0.97393,0.01029,0.00724
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,70.0,90.0,bwDscbExp,0.96742,0.00754,0.0048
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,90.0,999999.0,bwDscbCms,0.97402,0.0039,0.00386
etaR9rw_withPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,90.0,999999.0,bwDscbExp,0.97337,0.00395,0.00301
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,0.0,21.0,bwDscbCms,0.83649,0.00417,0.00417
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,0.0,21.0,bwDscbExp,0.7168,0.00176,0.00163
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,21.0,25.0,bwDscbCms,0.88059,0.00258,0.00258
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,21.0,25.0,bwDscbExp,0.88542,0.00383,0.00384
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,25.0,28.0,bwDscbCms,0.90435,0.00107,0.00106
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,25.0,28.0,bwDscbExp,0.89236,0.00155,0.0013
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,28.0,31.0,bwDscbCms,0.9482,0.00113,0.00111
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,28.0,31.0,bwDscbExp,0.92706,0.001,0.001
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,31.0,35.0,bwDscbCms,0.95291,0.001,0.001
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,31.0,35.0,bwDscbExp,0.94731,0.001,0.001
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,35.0,40.0,bwDscbCms,0.96399,0.001,0.001
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,35.0,40.0,bwDscbExp,0.96368,0.001,0.001
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,40.0,45.0,bwDscbCms,0.97493,0.001,0.001
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,40.0,45.0,bwDscbExp,0.97408,0.001,0.001
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,45.0,50.0,bwDscbCms,0.97901,0.001,0.001
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,45.0,50.0,bwDscbExp,0.97824,0.001,0.001
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,50.0,60.0,bwDscbCms,0.98187,0.001,0.001
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,50.0,60.0,bwDscbExp,0.98198,0.0011,0.001
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,60.0,70.0,bwDscbCms,0.9881,0.00314,0.00312
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,60.0,70.0,bwDscbExp,0.98505,0.00133,0.001
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,70.0,90.0,bwDscbCms,0.98394,0.001,0.00128
etaR9rw_withPresel,unseed,EE,R9gt0p93,1.566,2.5,70.0,90.0,bwDscbExp,0.98871,0.001,0.00116
